"o","d","all","bicycle","foot","car_driver","train"
"E02003100","E02003034",39,0,0,33,0
"E02003100","E02003036",42,0,1,23,0
"E02003100","E02003037",30,0,0,25,0
"E02003100","E02003043",193,12,2,101,1
"E02003100","E02003046",20,1,1,16,0
"E02003100","E02003068",34,3,0,29,0
"E02003100","E02003070",23,0,0,17,0
"E02003100","E02003090",37,2,2,28,0
"E02003100","E02003091",72,0,1,62,0
"E02003100","E02003092",53,0,1,45,0
"E02003100","E02003093",56,2,1,50,0
"E02003100","E02003094",630,38,162,331,0
"E02003100","E02003095",24,1,6,15,0
"E02003100","E02003098",207,19,25,142,0
"E02003100","E02003100",670,47,231,339,2
"E02003100","E02003101",62,6,13,27,1
"E02003100","E02003106",331,39,3,250,1
"E02003100","E02003107",185,13,15,125,0
"E02003100","E02003108",65,2,4,52,1
"E02003100","E02003110",26,0,5,19,0
"E02003100","E02003115",28,1,3,20,0
"E02003100","E02003118",21,2,2,13,0
"E02003100","E02006887",130,7,8,75,10
"E02003100","E02006889",38,2,0,33,1
"E02003101","E02003013",20,0,0,16,0
"E02003101","E02003014",67,1,0,54,0
"E02003101","E02003015",118,4,1,103,0
"E02003101","E02003017",36,0,0,35,0
"E02003101","E02003019",76,0,2,73,0
"E02003101","E02003024",34,0,1,32,0
"E02003101","E02003025",29,0,0,23,0
"E02003101","E02003026",40,5,2,25,0
"E02003101","E02003027",36,2,1,23,0
"E02003101","E02003028",22,2,1,16,0
"E02003101","E02003031",23,0,4,12,1
"E02003101","E02003033",20,0,1,17,0
"E02003101","E02003034",42,2,0,28,1
"E02003101","E02003036",63,5,1,28,1
"E02003101","E02003037",23,0,0,20,0
"E02003101","E02003043",332,13,2,196,17
"E02003101","E02003050",23,1,0,15,1
"E02003101","E02003068",24,0,1,23,0
"E02003101","E02003070",20,0,0,19,0
"E02003101","E02003090",49,0,1,46,0
"E02003101","E02003091",80,2,6,65,0
"E02003101","E02003092",48,1,0,39,1
"E02003101","E02003093",41,2,0,34,0
"E02003101","E02003094",387,7,19,264,2
"E02003101","E02003095",32,1,2,28,0
"E02003101","E02003097",21,2,2,17,0
"E02003101","E02003098",470,30,116,294,1
"E02003101","E02003100",569,43,150,329,1
"E02003101","E02003101",287,10,115,130,0
"E02003101","E02003104",43,1,7,34,0
"E02003101","E02003105",29,1,1,25,0
"E02003101","E02003106",669,83,55,440,0
"E02003101","E02003107",182,24,7,142,0
"E02003101","E02003108",73,1,2,65,0
"E02003101","E02003110",32,1,1,28,0
"E02003101","E02006887",210,10,2,131,36
"E02003101","E02006889",42,3,0,34,0
"E02003102","E02003015",41,2,0,39,0
"E02003102","E02003024",29,1,0,27,0
"E02003102","E02003032",22,0,0,21,0
"E02003102","E02003034",23,2,0,17,0
"E02003102","E02003036",33,1,0,24,0
"E02003102","E02003043",138,9,2,94,4
"E02003102","E02003091",45,2,0,41,0
"E02003102","E02003092",67,2,0,58,0
"E02003102","E02003094",103,2,2,82,1
"E02003102","E02003095",51,2,1,39,0
"E02003102","E02003096",30,1,0,22,0
"E02003102","E02003097",35,0,0,33,0
"E02003102","E02003098",63,1,0,55,0
"E02003102","E02003100",94,4,0,83,0
"E02003102","E02003102",180,5,69,93,0
"E02003102","E02003105",71,1,7,56,0
"E02003102","E02003106",287,26,2,232,1
"E02003102","E02003107",44,0,1,40,0
"E02003102","E02003108",154,9,17,113,0
"E02003102","E02003110",40,4,2,31,1
"E02003102","E02003114",22,1,1,16,0
"E02003102","E02003117",31,0,0,31,0
"E02003102","E02006887",77,3,0,50,7
"E02003102","E02006889",24,0,1,20,0
"E02003103","E02003014",47,0,0,40,0
"E02003103","E02003015",28,0,1,27,0
"E02003103","E02003019",28,0,2,23,0
"E02003103","E02003024",45,2,4,31,0
"E02003103","E02003036",26,0,1,12,3
"E02003103","E02003043",111,3,0,62,6
"E02003103","E02003090",27,2,0,21,0
"E02003103","E02003091",56,1,1,50,0
"E02003103","E02003092",277,23,23,203,0
"E02003103","E02003094",72,0,0,62,0
"E02003103","E02003095",310,19,53,188,1
"E02003103","E02003096",139,14,28,79,0
"E02003103","E02003097",193,12,14,147,0
"E02003103","E02003098",67,1,0,61,1
"E02003103","E02003099",167,14,24,103,2
"E02003103","E02003100",84,0,0,78,0
"E02003103","E02003101",21,1,1,19,0
"E02003103","E02003103",129,7,56,55,1
"E02003103","E02003105",28,1,2,23,0
"E02003103","E02003106",191,7,0,158,9
"E02003103","E02003107",50,1,0,42,1
"E02003103","E02003108",335,39,16,244,2
"E02003103","E02003110",40,0,0,35,0
"E02003103","E02003113",50,0,0,43,0
"E02003103","E02003114",29,2,0,26,1
"E02003103","E02004665",26,0,0,22,0
"E02003103","E02006887",75,0,0,45,12
"E02003104","E02003014",45,0,0,36,0
"E02003104","E02003015",112,6,1,86,0
"E02003104","E02003019",53,2,3,42,0
"E02003104","E02003024",45,7,1,33,0
"E02003104","E02003026",26,5,7,10,0
"E02003104","E02003027",23,2,1,16,0
"E02003104","E02003034",34,1,1,23,1
"E02003104","E02003036",37,0,1,17,3
"E02003104","E02003043",188,14,4,88,22
"E02003104","E02003068",26,0,0,22,0
"E02003104","E02003070",23,0,0,21,0
"E02003104","E02003090",35,1,2,26,0
"E02003104","E02003091",46,4,5,33,0
"E02003104","E02003092",33,0,1,26,0
"E02003104","E02003093",30,0,1,27,0
"E02003104","E02003094",230,14,11,136,4
"E02003104","E02003098",253,25,51,152,0
"E02003104","E02003100",271,16,32,190,2
"E02003104","E02003101",91,3,23,56,0
"E02003104","E02003104",133,8,60,50,1
"E02003104","E02003105",38,1,3,31,0
"E02003104","E02003106",480,47,128,245,2
"E02003104","E02003107",145,18,16,89,0
"E02003104","E02003108",45,3,3,38,0
"E02003104","E02003110",24,1,1,21,0
"E02003104","E02003114",22,1,2,17,0
"E02003104","E02006887",143,6,1,57,58
"E02003104","E02006889",31,3,2,20,5
"E02003105","E02003014",23,0,0,21,0
"E02003105","E02003015",31,0,1,29,0
"E02003105","E02003019",23,3,0,18,0
"E02003105","E02003036",27,0,0,13,0
"E02003105","E02003043",145,8,3,95,2
"E02003105","E02003090",28,1,0,26,0
"E02003105","E02003091",27,0,1,24,0
"E02003105","E02003092",38,1,1,29,0
"E02003105","E02003094",95,1,1,67,0
"E02003105","E02003095",41,1,1,36,0
"E02003105","E02003098",63,1,2,55,0
"E02003105","E02003100",120,9,1,96,0
"E02003105","E02003101",29,3,1,24,0
"E02003105","E02003102",30,5,4,15,0
"E02003105","E02003105",233,8,102,104,0
"E02003105","E02003106",333,41,10,252,0
"E02003105","E02003107",52,1,0,48,0
"E02003105","E02003108",96,3,3,83,0
"E02003105","E02003110",22,0,1,20,0
"E02003105","E02003113",23,3,0,18,0
"E02003105","E02003115",22,2,0,20,0
"E02003105","E02006887",78,2,2,55,4
"E02003106","E02003014",40,2,2,33,0
"E02003106","E02003015",88,7,2,64,0
"E02003106","E02003019",41,0,0,36,0
"E02003106","E02003024",43,5,6,29,0
"E02003106","E02003025",35,1,3,22,0
"E02003106","E02003026",37,7,15,10,1
"E02003106","E02003027",28,0,0,24,0
"E02003106","E02003028",29,1,0,25,0
"E02003106","E02003032",20,0,0,17,0
"E02003106","E02003034",34,5,0,22,0
"E02003106","E02003036",71,6,1,26,5
"E02003106","E02003037",22,0,1,16,0
"E02003106","E02003041",20,2,0,13,0
"E02003106","E02003043",365,24,5,176,41
"E02003106","E02003050",28,1,1,19,2
"E02003106","E02003090",25,1,6,15,0
"E02003106","E02003091",38,3,3,28,1
"E02003106","E02003092",28,1,0,24,1
"E02003106","E02003093",22,0,1,20,0
"E02003106","E02003094",164,4,1,114,1
"E02003106","E02003095",21,0,1,19,0
"E02003106","E02003098",140,12,5,109,0
"E02003106","E02003100",174,10,2,137,0
"E02003106","E02003101",36,2,4,25,0
"E02003106","E02003104",31,0,19,11,0
"E02003106","E02003105",52,4,6,39,0
"E02003106","E02003106",932,134,370,355,7
"E02003106","E02003107",124,18,11,86,0
"E02003106","E02003108",53,1,1,45,1
"E02003106","E02003110",39,3,3,28,1
"E02003106","E02003114",26,0,0,20,0
"E02003106","E02003115",25,1,2,16,0
"E02003106","E02006887",221,8,3,113,54
"E02003106","E02006889",34,2,2,26,1
"E02003107","E02003012",27,0,0,23,0
"E02003107","E02003013",49,1,8,35,0
"E02003107","E02003014",65,3,0,50,0
"E02003107","E02003015",247,18,82,118,0
"E02003107","E02003016",42,4,10,23,0
"E02003107","E02003017",43,1,2,37,0
"E02003107","E02003019",76,5,1,61,0
"E02003107","E02003020",28,0,0,22,0
"E02003107","E02003021",25,5,2,13,0
"E02003107","E02003022",30,3,4,20,0
"E02003107","E02003024",38,1,0,25,0
"E02003107","E02003025",49,3,2,39,0
"E02003107","E02003026",46,3,24,13,0
"E02003107","E02003027",60,5,2,36,0
"E02003107","E02003028",28,2,3,17,0
"E02003107","E02003030",21,1,1,18,0
"E02003107","E02003031",32,3,0,23,0
"E02003107","E02003033",30,2,1,20,0
"E02003107","E02003034",56,3,2,32,1
"E02003107","E02003036",77,3,1,33,0
"E02003107","E02003037",28,1,1,17,0
"E02003107","E02003041",24,1,0,20,0
"E02003107","E02003043",312,34,12,126,11
"E02003107","E02003050",25,0,1,12,1
"E02003107","E02003068",22,0,1,20,0
"E02003107","E02003070",21,0,0,18,0
"E02003107","E02003091",41,3,6,22,0
"E02003107","E02003092",61,7,6,35,2
"E02003107","E02003094",220,16,9,119,0
"E02003107","E02003098",99,7,6,72,0
"E02003107","E02003100",221,19,9,160,1
"E02003107","E02003106",531,61,207,213,0
"E02003107","E02003107",593,39,282,225,3
"E02003107","E02003108",61,1,1,45,2
"E02003107","E02003110",28,5,0,17,0
"E02003107","E02003117",24,0,2,18,0
"E02003107","E02006887",181,20,9,70,38
"E02003107","E02006889",36,2,0,28,3
"E02003108","E02003015",35,3,0,29,0
"E02003108","E02003019",37,0,0,36,0
"E02003108","E02003024",54,2,0,42,0
"E02003108","E02003025",29,0,0,27,0
"E02003108","E02003030",24,0,0,20,0
"E02003108","E02003032",37,1,0,30,0
"E02003108","E02003034",26,2,0,21,0
"E02003108","E02003036",33,2,1,13,0
"E02003108","E02003040",26,0,1,21,0
"E02003108","E02003043",215,20,1,115,5
"E02003108","E02003046",26,2,0,22,0
"E02003108","E02003049",20,0,1,18,0
"E02003108","E02003050",27,0,0,23,0
"E02003108","E02003090",41,4,4,25,0
"E02003108","E02003091",37,0,1,32,0
"E02003108","E02003092",99,2,6,79,0
"E02003108","E02003093",32,0,1,29,0
"E02003108","E02003094",92,2,1,77,0
"E02003108","E02003095",68,1,3,55,0
"E02003108","E02003096",28,2,2,20,0
"E02003108","E02003097",52,0,1,46,0
"E02003108","E02003098",54,0,0,47,0
"E02003108","E02003099",35,3,0,29,0
"E02003108","E02003100",87,4,1,75,0
"E02003108","E02003102",36,1,12,22,0
"E02003108","E02003105",36,0,1,33,0
"E02003108","E02003106",279,19,5,238,4
"E02003108","E02003107",49,1,1,42,0
"E02003108","E02003108",328,15,90,195,0
"E02003108","E02003110",100,6,6,79,0
"E02003108","E02003111",36,1,2,31,0
"E02003108","E02003112",22,1,1,18,0
"E02003108","E02003113",64,0,5,52,0
"E02003108","E02003114",57,3,5,45,0
"E02003108","E02003115",56,0,5,45,0
"E02003108","E02003116",32,0,0,29,0
"E02003108","E02003117",59,2,5,46,0
"E02003108","E02003118",85,2,6,69,0
"E02003108","E02003119",39,3,3,33,0
"E02003108","E02003120",23,1,2,17,0
"E02003108","E02003121",46,0,2,39,0
"E02003108","E02006887",183,12,1,114,4
"E02003108","E02006889",38,4,0,29,0
"E02003109","E02003015",34,2,0,30,0
"E02003109","E02003024",63,0,6,52,0
"E02003109","E02003025",20,1,0,13,0
"E02003109","E02003032",31,1,0,27,0
"E02003109","E02003034",22,1,2,14,0
"E02003109","E02003036",41,4,0,14,0
"E02003109","E02003043",200,18,2,115,0
"E02003109","E02003050",24,1,0,16,0
"E02003109","E02003090",21,2,0,18,0
"E02003109","E02003092",30,3,1,23,0
"E02003109","E02003094",66,0,3,54,0
"E02003109","E02003095",21,3,1,16,0
"E02003109","E02003098",33,1,0,29,1
"E02003109","E02003100",51,4,1,42,0
"E02003109","E02003106",270,40,10,194,0
"E02003109","E02003107",50,7,0,38,0
"E02003109","E02003108",77,4,4,65,1
"E02003109","E02003109",135,12,33,75,0
"E02003109","E02003110",59,3,16,32,0
"E02003109","E02003111",78,2,19,48,0
"E02003109","E02003114",39,3,3,31,0
"E02003109","E02003115",38,1,1,33,0
"E02003109","E02003117",28,2,1,22,0
"E02003109","E02006887",130,14,0,63,4
"E02003109","E02006888",20,3,0,13,0
"E02003109","E02006889",29,3,0,21,0
"E02003110","E02002985",22,1,0,18,0
"E02003110","E02002987",21,0,1,20,0
"E02003110","E02003014",22,0,0,19,0
"E02003110","E02003015",57,5,0,45,0
"E02003110","E02003019",46,1,0,42,0
"E02003110","E02003023",21,0,0,19,0
"E02003110","E02003024",79,3,0,67,0
"E02003110","E02003025",22,1,0,19,0
"E02003110","E02003026",38,12,1,22,0
"E02003110","E02003027",22,0,0,21,0
"E02003110","E02003029",24,0,0,19,0
"E02003110","E02003030",20,0,0,20,0
"E02003110","E02003032",58,3,0,46,0
"E02003110","E02003034",42,3,0,30,0
"E02003110","E02003036",70,6,1,30,0
"E02003110","E02003037",27,1,0,23,0
"E02003110","E02003040",31,1,0,26,0
"E02003110","E02003043",390,30,3,225,0
"E02003110","E02003046",30,0,0,30,0
"E02003110","E02003049",30,1,0,28,0
"E02003110","E02003050",34,1,0,30,0
"E02003110","E02003052",21,1,0,15,1
"E02003110","E02003054",24,1,0,23,0
"E02003110","E02003090",36,2,2,29,0
"E02003110","E02003091",29,0,1,26,0
"E02003110","E02003092",48,2,0,45,0
"E02003110","E02003094",82,1,4,70,0
"E02003110","E02003095",55,1,1,44,0
"E02003110","E02003097",25,0,0,24,0
"E02003110","E02003098",94,4,2,82,0
"E02003110","E02003100",131,5,3,115,0
"E02003110","E02003101",23,0,1,19,0
"E02003110","E02003105",34,1,0,33,0
"E02003110","E02003106",628,135,8,426,0
"E02003110","E02003107",66,5,2,52,0
"E02003110","E02003108",200,11,18,148,2
"E02003110","E02003109",96,9,13,69,0
"E02003110","E02003110",328,16,115,159,2
"E02003110","E02003111",69,3,4,54,0
"E02003110","E02003112",62,1,21,35,0
"E02003110","E02003113",29,0,0,24,0
"E02003110","E02003114",74,5,5,57,0
"E02003110","E02003115",78,4,0,59,0
"E02003110","E02003117",55,0,0,49,0
"E02003110","E02003118",38,2,0,33,0
"E02003110","E02003119",31,4,0,26,0
"E02003110","E02003120",29,1,0,22,0
"E02003110","E02003121",38,0,2,32,0
"E02003110","E02006887",277,19,2,179,0
"E02003110","E02006889",45,3,0,40,0
"E02003111","E02003014",21,0,0,17,0
"E02003111","E02003015",39,1,0,31,0
"E02003111","E02003024",100,12,20,55,0
"E02003111","E02003025",35,3,0,27,0
"E02003111","E02003030",20,3,1,13,0
"E02003111","E02003032",36,3,1,28,0
"E02003111","E02003034",25,3,0,15,0
"E02003111","E02003036",50,4,1,25,0
"E02003111","E02003043",248,34,2,122,0
"E02003111","E02003094",55,1,2,42,0
"E02003111","E02003098",48,2,0,46,0
"E02003111","E02003100",43,2,1,39,0
"E02003111","E02003106",260,27,24,173,0
"E02003111","E02003107",47,5,5,30,0
"E02003111","E02003108",73,7,6,53,0
"E02003111","E02003109",50,5,9,34,0
"E02003111","E02003110",51,3,4,35,0
"E02003111","E02003111",119,3,54,56,0
"E02003111","E02003114",71,3,27,38,0
"E02003111","E02003115",61,4,8,44,0
"E02003111","E02003117",31,1,2,28,0
"E02003111","E02003118",26,3,0,22,0
"E02003111","E02003121",26,2,1,20,0
"E02003111","E02006887",128,18,3,75,0
"E02003111","E02006888",23,1,0,21,0
"E02003111","E02006889",24,2,0,18,1
"E02003112","E02003015",37,1,0,34,0
"E02003112","E02003024",88,6,6,54,2
"E02003112","E02003025",20,1,0,16,0
"E02003112","E02003032",40,10,0,26,0
"E02003112","E02003034",22,3,0,13,0
"E02003112","E02003036",30,0,3,12,0
"E02003112","E02003040",23,1,0,17,0
"E02003112","E02003043",147,11,2,75,0
"E02003112","E02003046",20,0,0,18,0
"E02003112","E02003049",30,1,0,26,0
"E02003112","E02003092",38,3,0,29,0
"E02003112","E02003094",46,0,2,37,0
"E02003112","E02003097",21,0,1,20,0
"E02003112","E02003098",39,3,4,29,0
"E02003112","E02003100",53,4,1,40,0
"E02003112","E02003105",28,1,1,24,0
"E02003112","E02003106",207,15,9,155,0
"E02003112","E02003107",57,2,1,47,0
"E02003112","E02003108",118,8,14,82,0
"E02003112","E02003109",51,3,13,33,0
"E02003112","E02003110",122,5,47,59,0
"E02003112","E02003111",77,2,26,40,0
"E02003112","E02003112",81,4,36,37,0
"E02003112","E02003114",77,3,19,44,0
"E02003112","E02003115",55,1,9,34,0
"E02003112","E02003117",44,0,2,39,0
"E02003112","E02003118",23,0,0,19,0
"E02003112","E02003119",26,1,3,19,0
"E02003112","E02003121",22,0,2,16,0
"E02003112","E02006887",110,10,0,62,0
"E02003112","E02006889",33,1,1,28,1
"E02003113","E02002985",21,1,0,16,0
"E02003113","E02002987",20,1,0,17,0
"E02003113","E02003015",24,0,0,23,0
"E02003113","E02003019",24,0,0,23,0
"E02003113","E02003024",33,1,0,30,0
"E02003113","E02003032",26,0,1,24,0
"E02003113","E02003036",29,1,0,14,2
"E02003113","E02003043",159,4,1,120,0
"E02003113","E02003049",35,1,0,30,0
"E02003113","E02003090",22,0,0,20,0
"E02003113","E02003092",80,1,2,73,0
"E02003113","E02003093",22,1,0,21,0
"E02003113","E02003094",47,0,1,41,0
"E02003113","E02003095",60,3,4,45,1
"E02003113","E02003097",86,2,6,69,0
"E02003113","E02003098",42,0,1,39,1
"E02003113","E02003099",22,0,1,19,0
"E02003113","E02003100",57,1,2,50,0
"E02003113","E02003106",196,3,3,176,3
"E02003113","E02003107",29,1,0,27,0
"E02003113","E02003108",117,8,5,99,0
"E02003113","E02003110",27,1,0,23,0
"E02003113","E02003113",431,16,133,253,0
"E02003113","E02003114",22,0,0,20,0
"E02003113","E02003115",21,0,1,16,0
"E02003113","E02003117",36,0,0,35,0
"E02003113","E02003118",64,6,2,52,0
"E02003113","E02003119",38,1,2,32,0
"E02003113","E02003121",69,2,10,48,0
"E02003113","E02004665",42,0,0,40,0
"E02003113","E02006887",119,2,2,80,14
"E02003113","E02006889",23,1,0,20,1
"E02003114","E02002985",21,1,1,18,0
"E02003114","E02003015",38,2,1,31,0
"E02003114","E02003019",30,1,0,28,0
"E02003114","E02003024",86,4,13,56,0
"E02003114","E02003030",21,2,0,16,0
"E02003114","E02003032",47,6,2,35,0
"E02003114","E02003034",32,3,0,17,0
"E02003114","E02003036",43,5,4,16,0
"E02003114","E02003040",27,3,0,18,0
"E02003114","E02003043",205,26,3,85,0
"E02003114","E02003050",22,0,0,18,0
"E02003114","E02003090",25,1,0,17,0
"E02003114","E02003092",28,1,0,23,0
"E02003114","E02003094",58,1,4,42,0
"E02003114","E02003098",43,5,2,35,0
"E02003114","E02003100",69,3,1,59,0
"E02003114","E02003106",241,31,10,173,0
"E02003114","E02003107",45,1,1,38,0
"E02003114","E02003108",107,9,3,74,2
"E02003114","E02003110",68,7,4,43,0
"E02003114","E02003111",53,2,12,34,0
"E02003114","E02003113",21,0,0,17,0
"E02003114","E02003114",197,9,82,83,0
"E02003114","E02003115",149,7,50,79,0
"E02003114","E02003116",61,4,15,38,0
"E02003114","E02003117",78,4,13,41,0
"E02003114","E02003118",30,4,2,23,0
"E02003114","E02003119",23,4,0,12,0
"E02003114","E02003120",26,2,1,19,0
"E02003114","E02003121",35,1,2,30,0
"E02003114","E02006887",146,14,0,81,1
"E02003114","E02006889",49,3,1,43,0
"E02003115","E02003014",34,0,0,28,0
"E02003115","E02003015",38,3,0,30,0
"E02003115","E02003019",37,1,1,31,0
"E02003115","E02003024",134,8,33,78,0
"E02003115","E02003025",50,2,1,38,0
"E02003115","E02003027",22,1,0,18,0
"E02003115","E02003029",21,0,7,11,0
"E02003115","E02003030",45,2,6,35,0
"E02003115","E02003032",105,8,17,68,0
"E02003115","E02003034",47,2,1,33,0
"E02003115","E02003036",81,11,5,21,0
"E02003115","E02003038",30,1,13,13,0
"E02003115","E02003040",50,3,2,40,0
"E02003115","E02003043",278,32,6,121,0
"E02003115","E02003046",25,0,0,23,0
"E02003115","E02003049",26,5,1,20,0
"E02003115","E02003050",30,2,2,19,0
"E02003115","E02003052",20,2,0,18,0
"E02003115","E02003054",29,0,0,27,0
"E02003115","E02003056",20,0,1,19,0
"E02003115","E02003064",24,0,3,18,0
"E02003115","E02003090",34,1,11,20,0
"E02003115","E02003092",45,2,4,33,0
"E02003115","E02003094",61,0,2,47,0
"E02003115","E02003098",51,1,0,44,0
"E02003115","E02003100",74,5,5,56,0
"E02003115","E02003106",316,22,11,223,0
"E02003115","E02003107",57,4,0,46,0
"E02003115","E02003108",128,11,7,83,1
"E02003115","E02003110",87,7,5,57,0
"E02003115","E02003111",61,1,18,33,0
"E02003115","E02003114",119,2,49,57,0
"E02003115","E02003115",291,6,136,125,0
"E02003115","E02003116",56,1,12,40,0
"E02003115","E02003117",127,4,40,70,0
"E02003115","E02003118",39,5,0,32,0
"E02003115","E02003119",39,0,0,35,0
"E02003115","E02003120",44,3,4,32,0
"E02003115","E02003121",55,1,5,39,0
"E02003115","E02006887",204,21,5,116,0
"E02003115","E02006888",27,1,1,21,0
"E02003115","E02006889",75,6,2,49,0
"E02003116","E02002987",27,1,0,21,0
"E02003116","E02003015",25,0,1,23,0
"E02003116","E02003019",38,0,2,35,0
"E02003116","E02003024",80,1,3,60,0
"E02003116","E02003027",20,0,0,16,0
"E02003116","E02003029",23,5,0,13,0
"E02003116","E02003030",32,2,1,23,0
"E02003116","E02003032",51,2,3,39,0
"E02003116","E02003034",42,3,0,20,0
"E02003116","E02003036",47,3,2,21,0
"E02003116","E02003038",30,0,8,15,0
"E02003116","E02003040",22,1,0,18,0
"E02003116","E02003043",192,12,5,80,0
"E02003116","E02003046",28,1,2,20,0
"E02003116","E02003049",36,1,0,30,0
"E02003116","E02003050",21,1,2,10,0
"E02003116","E02003054",27,1,1,21,0
"E02003116","E02003090",33,0,10,17,1
"E02003116","E02003092",37,0,1,33,0
"E02003116","E02003094",69,1,2,46,1
"E02003116","E02003098",25,0,0,24,0
"E02003116","E02003100",51,1,0,41,0
"E02003116","E02003106",158,5,5,125,0
"E02003116","E02003107",44,1,3,35,0
"E02003116","E02003108",110,6,7,82,0
"E02003116","E02003110",65,1,3,50,0
"E02003116","E02003111",21,0,3,16,0
"E02003116","E02003113",29,2,0,26,0
"E02003116","E02003114",56,5,15,30,0
"E02003116","E02003115",135,1,58,52,0
"E02003116","E02003116",131,2,41,69,1
"E02003116","E02003117",156,0,51,90,0
"E02003116","E02003118",65,4,9,40,0
"E02003116","E02003119",32,3,2,21,0
"E02003116","E02003120",29,0,6,20,0
"E02003116","E02003121",74,1,7,54,0
"E02003116","E02006887",146,7,4,80,1
"E02003116","E02006888",28,3,0,14,0
"E02003116","E02006889",42,2,1,31,0
"E02003117","E02003015",31,0,1,25,0
"E02003117","E02003019",33,1,0,30,0
"E02003117","E02003024",75,4,3,61,0
"E02003117","E02003025",36,0,1,30,0
"E02003117","E02003030",33,0,3,27,0
"E02003117","E02003032",78,3,6,61,0
"E02003117","E02003034",30,5,1,17,0
"E02003117","E02003036",65,5,4,16,1
"E02003117","E02003038",30,1,11,16,0
"E02003117","E02003040",45,3,4,34,0
"E02003117","E02003043",285,17,6,114,3
"E02003117","E02003044",25,1,2,20,0
"E02003117","E02003046",41,0,0,33,0
"E02003117","E02003049",35,0,1,31,0
"E02003117","E02003050",31,3,2,24,0
"E02003117","E02003054",43,0,0,40,0
"E02003117","E02003090",21,0,3,12,0
"E02003117","E02003091",20,0,3,16,0
"E02003117","E02003092",42,2,0,36,0
"E02003117","E02003094",56,0,1,47,0
"E02003117","E02003095",34,1,6,23,0
"E02003117","E02003098",46,1,1,36,0
"E02003117","E02003100",54,4,0,47,0
"E02003117","E02003106",158,3,3,118,0
"E02003117","E02003107",41,4,3,30,0
"E02003117","E02003108",96,4,3,81,0
"E02003117","E02003110",56,0,1,49,0
"E02003117","E02003111",27,1,1,20,0
"E02003117","E02003113",29,2,0,24,0
"E02003117","E02003114",53,1,5,43,0
"E02003117","E02003115",118,3,51,56,0
"E02003117","E02003116",46,5,7,29,0
"E02003117","E02003117",271,4,139,104,0
"E02003117","E02003118",84,3,13,60,0
"E02003117","E02003119",35,0,0,29,0
"E02003117","E02003120",117,5,35,69,0
"E02003117","E02003121",105,3,15,67,0
"E02003117","E02006887",228,13,10,138,1
"E02003117","E02006888",38,2,1,29,0
"E02003117","E02006889",71,4,1,58,0
"E02003118","E02002985",60,0,4,49,0
"E02003118","E02002987",36,3,1,27,0
"E02003118","E02003014",35,0,1,32,0
"E02003118","E02003015",23,0,0,20,0
"E02003118","E02003019",45,0,0,44,0
"E02003118","E02003024",72,1,5,57,0
"E02003118","E02003025",53,1,2,44,0
"E02003118","E02003027",23,1,0,17,0
"E02003118","E02003030",29,1,0,25,0
"E02003118","E02003032",79,5,3,68,0
"E02003118","E02003034",53,1,1,30,0
"E02003118","E02003036",76,3,1,36,0
"E02003118","E02003038",37,0,2,28,0
"E02003118","E02003040",39,2,0,32,0
"E02003118","E02003043",360,21,4,190,2
"E02003118","E02003046",38,1,0,36,0
"E02003118","E02003049",59,2,0,52,0
"E02003118","E02003050",34,2,1,26,1
"E02003118","E02003052",21,0,0,21,0
"E02003118","E02003054",57,2,4,45,0
"E02003118","E02003057",25,0,0,24,0
"E02003118","E02003058",23,0,0,21,0
"E02003118","E02003090",30,1,2,23,0
"E02003118","E02003091",24,0,1,22,0
"E02003118","E02003092",41,1,1,35,0
"E02003118","E02003094",66,0,2,57,0
"E02003118","E02003095",33,0,3,27,0
"E02003118","E02003097",24,0,1,21,0
"E02003118","E02003098",63,2,0,55,0
"E02003118","E02003100",102,1,3,92,0
"E02003118","E02003106",231,11,1,209,0
"E02003118","E02003107",57,1,0,47,1
"E02003118","E02003108",139,3,2,119,0
"E02003118","E02003110",75,0,1,68,0
"E02003118","E02003111",30,0,1,29,0
"E02003118","E02003113",67,1,2,57,0
"E02003118","E02003114",57,2,4,41,0
"E02003118","E02003115",92,1,18,60,0
"E02003118","E02003116",63,3,7,46,0
"E02003118","E02003117",200,9,32,127,0
"E02003118","E02003118",245,10,49,152,0
"E02003118","E02003119",87,4,16,62,0
"E02003118","E02003120",86,4,16,55,1
"E02003118","E02003121",204,4,60,128,0
"E02003118","E02006887",302,14,3,164,5
"E02003118","E02006888",33,2,0,26,0
"E02003118","E02006889",72,1,1,60,0
"E02003119","E02002985",60,1,1,42,0
"E02003119","E02002987",50,4,1,38,0
"E02003119","E02003014",20,0,0,17,0
"E02003119","E02003015",33,3,2,23,0
"E02003119","E02003019",48,1,0,40,0
"E02003119","E02003024",60,1,1,52,0
"E02003119","E02003030",24,1,1,21,0
"E02003119","E02003032",60,1,2,48,0
"E02003119","E02003034",45,5,1,30,0
"E02003119","E02003036",76,1,3,33,0
"E02003119","E02003038",23,0,0,16,0
"E02003119","E02003040",30,2,0,23,0
"E02003119","E02003043",281,9,9,141,5
"E02003119","E02003046",43,0,0,36,0
"E02003119","E02003047",29,1,0,26,0
"E02003119","E02003049",46,2,0,41,0
"E02003119","E02003050",32,2,0,20,0
"E02003119","E02003054",47,3,0,41,0
"E02003119","E02003059",20,0,1,19,0
"E02003119","E02003064",21,1,2,17,0
"E02003119","E02003090",28,1,3,16,0
"E02003119","E02003092",50,3,3,41,0
"E02003119","E02003094",55,1,1,47,0
